FromNodeId,ToNodeId,ACTION,Occurrences,ActionValue
86,22354,PENALTY,34,-0.098406865
5397,52830,PENALTY,34,-0.098468984
656,5927,PENALTY,43,-0.099153156
678,3231,PENALTY,31,-0.09955049
210,89653,PENALTY,47,-0.099956597
371,8035,PENALTY,21,-0.100130835
1396,26845,PENALTY,40,-0.100701203
656,21022,PENALTY,104,-0.101400579
2,8872,PENALTY,301,-0.101434803
656,18609,PENALTY,74,-0.101517531
1000,59742,PENALTY,20,-0.101577843
1844,148017,PENALTY,17,-0.101716705
1196,79255,PENALTY,62,-0.101778957
1343,31927,PENALTY,74,-0.101826621
2,16679,PENALTY,221,-0.101894919
2,7319,PENALTY,263,-0.10339899
4478,12746,PENALTY,17,-0.103572034
801,21427,PENALTY,19,-0.104176064
812,70546,PENALTY,18,-0.104363765
3765,14262,PENALTY,54,-0.104455068
4872,28900,PENALTY,30,-0.104533449
4872,4881,PENALTY,36,-0.104539632
86,24012,PENALTY,111,-0.104821716
3103,76515,PENALTY,45,-0.105285658
12,1240,PENALTY,88,-0.105378725
2948,4390,PENALTY,49,-0.105566087
1868,43297,PENALTY,16,-0.105771241
25006,43856,PENALTY,22,-0.105840165
3103,18870,PENALTY,24,-0.105927644
1804,89112,PENALTY,20,-0.106342933
678,58687,PENALTY,28,-0.106538146
2979,67059,PENALTY,26,-0.106677512
2897,48570,PENALTY,15,-0.106704719
86,120,PENALTY,52,-0.106928354
2897,24139,PENALTY,17,-0.10698101
1252,13827,PENALTY,93,-0.107045129
3657,152966,PENALTY,17,-0.107112344
1840,16699,PENALTY,45,-0.10731827
1804,46467,PENALTY,24,-0.107324503
1196,13869,PENALTY,121,-0.107371091
647,8531,PENALTY,131,-0.107421718
380,19488,PENALTY,47,-0.107539436
3755,120968,PENALTY,20,-0.107635673
62,14308,PENALTY,88,-0.107936406
760,22814,PENALTY,89,-0.108274497
671,33621,PENALTY,17,-0.108296646
281,4767,PENALTY,77,-0.108616629
3103,16430,PENALTY,23,-0.108619772
62,17466,PENALTY,41,-0.108839654
1000,51086,PENALTY,28,-0.108934657
1006,77249,PENALTY,43,-0.109013774
1840,1841,PENALTY,91,-0.109177958
4383,13690,PENALTY,38,-0.110122422
142,114538,PENALTY,15,-0.110295334
1840,38903,PENALTY,46,-0.1103481
711,14810,PENALTY,47,-0.110530622
678,187290,PENALTY,17,-0.110625265
31,87670,PENALTY,21,-0.110827322
647,1022,PENALTY,172,-0.111392708
1006,62252,PENALTY,22,-0.111675154
418,80566,PENALTY,24,-0.111688371
1573,254492,PENALTY,16,-0.112238858
2259,16316,PENALTY,33,-0.11254112
3174,53660,PENALTY,15,-0.112791745
671,20100,PENALTY,55,-0.112947657
138,173969,PENALTY,44,-0.112997562
1000,58668,PENALTY,36,-0.113021776
72,43346,PENALTY,25,-0.113307461
62,10689,PENALTY,122,-0.113319116
760,858,PENALTY,60,-0.113375751
2502,40255,PENALTY,29,-0.113394787
1840,20868,PENALTY,27,-0.113425814
6491,143898,PENALTY,18,-0.113461575
656,7208,PENALTY,97,-0.113589939
859,860,PENALTY,56,-0.113621323
43,68629,PENALTY,27,-0.113727395
138,8723,PENALTY,47,-0.113982078
121,40747,PENALTY,34,-0.114005158
761,142220,PENALTY,21,-0.114162663
3765,366933,PENALTY,20,-0.11437299
816,220069,PENALTY,15,-0.114419296
1803,5208,PENALTY,118,-0.114651055
142,3998,PENALTY,60,-0.114725849
1196,51031,PENALTY,81,-0.114739457
31,146501,PENALTY,25,-0.1149226
4863,97227,PENALTY,20,-0.114932382
4872,44140,PENALTY,20,-0.114932382
188,105937,PENALTY,16,-0.115038322
2979,198588,PENALTY,47,-0.115076202
86,56346,PENALTY,46,-0.11512997
75,50168,PENALTY,96,-0.115311508
1373,59810,PENALTY,18,-0.1156151
1197,9541,PENALTY,29,-0.115621821
138,1543,PENALTY,71,-0.115955772
15,2682,PENALTY,38,-0.116010249
18,31827,PENALTY,20,-0.116090125
86,13471,PENALTY,153,-0.116136922
1813,20867,PENALTY,31,-0.11628576
2268,132903,PENALTY,21,-0.116294394
303,16677,PENALTY,52,-0.116336131
1873,25911,PENALTY,30,-0.116338777
1803,1843,PENALTY,92,-0.116361395
1396,24558,PENALTY,25,-0.116379943
2247,70224,PENALTY,28,-0.116529972
1844,41208,PENALTY,17,-0.116613605
660,132980,PENALTY,16,-0.117112901
72,44885,PENALTY,41,-0.117422387
75,4583,PENALTY,88,-0.117500241
299,5585,PENALTY,107,-0.117595157
2273,73422,PENALTY,51,-0.117739075
75,20234,PENALTY,46,-0.117750693
1365,58750,PENALTY,21,-0.118219165
3765,162527,PENALTY,25,-0.118221573
1396,7291,PENALTY,43,-0.118356931
31,42542,PENALTY,28,-0.118460253
303,32339,PENALTY,41,-0.118554104
1028,15823,PENALTY,88,-0.118886888
2569,11747,PENALTY,36,-0.11920275
75,10789,PENALTY,118,-0.119466124
31,41506,PENALTY,77,-0.119709278
859,94615,PENALTY,32,-0.119817555
12,10671,PENALTY,186,-0.119905255
2910,2911,PENALTY,20,-0.120042809
2247,39666,PENALTY,23,-0.120280026
2967,2968,PENALTY,15,-0.120280532
299,7318,PENALTY,291,-0.120324873
43,50682,PENALTY,66,-0.120428792
12,41182,PENALTY,237,-0.120527889
2286,6428,PENALTY,25,-0.120536285
1197,24913,PENALTY,19,-0.120551483
2884,36813,PENALTY,22,-0.12078619
2311,3028,PENALTY,27,-0.121059321
2311,15799,PENALTY,27,-0.121059321
2884,72697,PENALTY,15,-0.121066073
43,930,PENALTY,55,-0.121080867
671,1282,PENALTY,25,-0.121246607
784,92639,PENALTY,22,-0.1212684
859,37079,PENALTY,36,-0.121292543
161,227801,PENALTY,16,-0.121310265
161,14348,PENALTY,25,-0.121310265
86,2063,PENALTY,127,-0.121318015
760,56525,PENALTY,45,-0.121431659
63,87040,PENALTY,22,-0.121599248
1049,200560,PENALTY,20,-0.121643869
121,15013,PENALTY,76,-0.122035061
695,126846,PENALTY,45,-0.122135465
299,9345,PENALTY,228,-0.122218712
2979,66370,PENALTY,23,-0.122233529
303,141103,PENALTY,26,-0.122558169
8377,79924,PENALTY,15,-0.122590476
139,95850,PENALTY,27,-0.122680749
63,11021,PENALTY,29,-0.122690721
916,136691,PENALTY,18,-0.122756191
98,19147,PENALTY,30,-0.122830909
63,1688,PENALTY,30,-0.12285161
15,8174,PENALTY,43,-0.123161248
939,39527,PENALTY,20,-0.123177286
916,32163,PENALTY,39,-0.123187208
18,189348,PENALTY,20,-0.12331498
15,12142,PENALTY,41,-0.123317822
94,118389,PENALTY,16,-0.123331677
104,25686,PENALTY,44,-0.123530602
1844,18815,PENALTY,20,-0.123542332
138,12922,PENALTY,64,-0.123610783
2569,112862,PENALTY,31,-0.123611243
695,14633,PENALTY,124,-0.123732243
695,43966,PENALTY,110,-0.123828914
1844,4426,PENALTY,15,-0.123898686
18,4084,PENALTY,78,-0.124037135
1028,65121,PENALTY,31,-0.12410741
159,47387,PENALTY,60,-0.124177717
15,45679,PENALTY,26,-0.124193537
834,49018,PENALTY,19,-0.124288515
102,6640,PENALTY,39,-0.124374659
94,10708,PENALTY,22,-0.124399803
43,21489,PENALTY,89,-0.124468811
303,36968,PENALTY,42,-0.124470568
299,2714,PENALTY,250,-0.124661012
121,965,PENALTY,111,-0.124678565
15,17288,PENALTY,62,-0.124989028
12,29698,PENALTY,145,-0.125025697
303,42318,PENALTY,43,-0.125211938
2273,21116,PENALTY,78,-0.125385953
104,22355,PENALTY,30,-0.12539758
90,17323,PENALTY,27,-0.125681067
1000,1001,PENALTY,19,-0.126167444
2910,341540,PENALTY,19,-0.126360851
2197,92668,PENALTY,20,-0.126505889
5,1162,PENALTY,19,-0.126655939
761,119368,PENALTY,16,-0.126704821
5397,16538,PENALTY,17,-0.126790052
63,8906,PENALTY,19,-0.126973766
1006,25561,PENALTY,33,-0.12698644
14242,53283,PENALTY,15,-0.127069825
1197,48565,PENALTY,18,-0.127220682
2311,11557,PENALTY,31,-0.127361895
751,28143,PENALTY,24,-0.12739329
104,9817,PENALTY,110,-0.127487621
671,36159,PENALTY,37,-0.127532467
142,131139,PENALTY,29,-0.127653612
121,2088,PENALTY,67,-0.127850583
142,44344,PENALTY,53,-0.12790365
695,2733,PENALTY,80,-0.127957394
529,29677,PENALTY,15,-0.12796599
1217,90176,PENALTY,21,-0.128000185
4265,71141,PENALTY,15,-0.128100727
1200,57910,PENALTY,42,-0.12826137
751,16421,PENALTY,67,-0.128372949
1217,115769,PENALTY,39,-0.12844392
563,172050,PENALTY,18,-0.128594559
2268,12605,PENALTY,30,-0.128905082
18,40470,PENALTY,23,-0.129027849
2247,32341,PENALTY,20,-0.129273813
939,15962,PENALTY,28,-0.1293877
563,136881,PENALTY,22,-0.129542438
18,3195,PENALTY,73,-0.129543837
18,42552,PENALTY,49,-0.129726642
15,19208,PENALTY,48,-0.129787338
2969,42087,PENALTY,18,-0.130140785
63,10150,PENALTY,21,-0.130162657
7219,279539,PENALTY,15,-0.130501456
31,3395,PENALTY,51,-0.130595999
90,185238,PENALTY,20,-0.130805625
1861,119730,PENALTY,20,-0.13116668
1200,15781,PENALTY,77,-0.131168821
761,32273,PENALTY,26,-0.131307318
958,35644,PENALTY,20,-0.131440348
2273,38883,PENALTY,64,-0.131736397
834,242218,PENALTY,19,-0.131744031
1200,50546,PENALTY,49,-0.131906922
303,63116,PENALTY,54,-0.132693992
94,8063,PENALTY,35,-0.132788781
1000,26973,PENALTY,39,-0.133097993
1000,66176,PENALTY,27,-0.133097993
1844,30565,PENALTY,19,-0.133159592
1028,43226,PENALTY,34,-0.133585224
751,15660,PENALTY,23,-0.133628652
1566,8087,PENALTY,23,-0.13383671
4383,36002,PENALTY,38,-0.134006885
2273,25784,PENALTY,76,-0.134009018
1197,57909,PENALTY,22,-0.134181505
801,145882,PENALTY,24,-0.134372481
939,73741,PENALTY,29,-0.134395128
1006,239729,PENALTY,16,-0.134444615
281,48536,PENALTY,25,-0.134566832
1197,119427,PENALTY,20,-0.134674492
1200,121366,PENALTY,16,-0.13468741
1028,28650,PENALTY,82,-0.135010192
678,86745,PENALTY,22,-0.135260324
104,2062,PENALTY,85,-0.135470786
678,18637,PENALTY,36,-0.135494505
711,4190,PENALTY,24,-0.135589148
711,38781,PENALTY,30,-0.135589148
31,44427,PENALTY,53,-0.13571448
161,17542,PENALTY,16,-0.135860172
161,104979,PENALTY,16,-0.135860172
958,33021,PENALTY,41,-0.135973205
1326,10217,PENALTY,25,-0.136354967
1326,8283,PENALTY,24,-0.136354967
761,90803,PENALTY,16,-0.136680498
1804,50219,PENALTY,18,-0.136752151
94,47421,PENALTY,27,-0.136978263
916,4586,PENALTY,23,-0.137410792
159,160,PENALTY,41,-0.138015654
958,17945,PENALTY,15,-0.138358502
139,3702,PENALTY,18,-0.138436652
